id,User_ID,Cust_name,Product_ID,Gender,Age Group,Age,State,Zone,Occupation,Product_Category,Orders,Amount,Shaadi,age_group2
1392,1001505,Gilcrest,P00271942,Female,51-55,55,Karnataka,Southern,Healthcare,Footwear & Shoes,1,16225,Yes,51-55
1393,1001666,Swint,P00057742,Female,26-35,31,Delhi,Central,Hospitality,Footwear & Shoes,2,16224,Yes,26-35
1394,1005902,Eleni,P00273942,Male,51-55,52,Delhi,Central,Govt,Footwear & Shoes,4,16224,No,51-55
1395,1002023,Company,P00190142,Female,18-25,18,Madhya Pradesh,Central,Govt,Games & Toys,2,16222,Yes,18-25
1396,1003201,Sonal,P00218342,Female,46-50,46,Delhi,Central,Hospitality,Footwear & Shoes,2,16221,Yes,46-50
1397,1001176,Alice,P00111542,Male,55+,58,Bihar,Eastern,Retail,Footwear & Shoes,1,16220,Yes,55+
1398,1000044,Philip,P00323942,Male,46-50,50,Karnataka,Southern,Media,Footwear & Shoes,4,16219,Yes,46-50
1399,1005771,Armold,P00117942,Female,26-35,35,Maharashtra,Western,Automobile,Games & Toys,4,16219,Yes,26-35
1400,1001501,Amol,P00074442,Female,26-35,35,Bihar,Eastern,Aviation,Furniture,4,16217,No,26-35
1401,1004471,Bhargav,P00159442,Female,26-35,32,Delhi,Central,Healthcare,Footwear & Shoes,4,16216,Yes,26-35
1402,1003432,Maxwell,P00193142,Female,26-35,30,Uttar Pradesh,Central,IT Sector,Footwear & Shoes,4,16216,No,26-35
1403,1000024,Brumfield,P00032042,Male,26-35,32,Haryana,Northern,Textile,Games & Toys,4,16215,No,26-35
1404,1005475,Frank,P00110842,Female,26-35,28,Uttar Pradesh,Central,Healthcare,Footwear & Shoes,2,16214,No,26-35
1405,1005680,Mary,P00085242,Male,51-55,55,Bihar,Eastern,Retail,Footwear & Shoes,3,16213,No,51-55
1406,1004167,Aparajita,P00253242,Female,26-35,30,Delhi,Central,Lawyer,Footwear & Shoes,2,16213,Yes,26-35
1407,1002018,Vittorini,P00245342,Male,36-45,36,Maharashtra,Western,IT Sector,Footwear & Shoes,3,16211,No,36-45
1408,1000749,Flanagan,P00111242,Female,36-45,41,Delhi,Central,Healthcare,Footwear & Shoes,1,16209,No,36-45
1409,1004324,Victor,P00183142,Female,26-35,30,Kerala,Southern,Govt,Furniture,4,16209,No,26-35
1410,1001495,Fjeld,P00075642,Female,18-25,23,Uttar Pradesh,Central,IT Sector,Footwear & Shoes,2,16209,Yes,18-25
1411,1003601,O'Carroll,P00057742,Male,36-45,36,Karnataka,Southern,IT Sector,Footwear & Shoes,1,16208,Yes,36-45
1412,1000102,McCrossin,P00001042,Female,36-45,39,Delhi,Central,Hospitality,Footwear & Shoes,3,16204,No,36-45
1413,1003567,Avni,P00114942,Female,26-35,35,Maharashtra,Western,Healthcare,Furniture,4,16201,No,26-35
1414,1005153,Ivan,P00006142,Female,26-35,26,Delhi,Central,IT Sector,Footwear & Shoes,3,16200,Yes,26-35
1415,1000352,Maris,P00304942,Female,18-25,22,Himachal Pradesh,Northern,Aviation,Games & Toys,3,16199,No,18-25
1416,1002762,Yana,P00183442,Female,51-55,51,Uttar Pradesh,Central,Banking,Games & Toys,3,16197,Yes,51-55
1417,1005367,Barton,P0094942,Female,18-25,20,Gujarat,Western,Healthcare,Games & Toys,1,16195,No,18-25
1418,1003243,Denny,P00208742,Female,26-35,30,Delhi,Central,Hospitality,Footwear & Shoes,2,16194,Yes,26-35
1419,1004116,Ramesh,P00346142,Female,36-45,44,Maharashtra,Western,IT Sector,Footwear & Shoes,2,16194,No,36-45
1420,1005838,Bensley,P00268742,Male,46-50,50,Madhya Pradesh,Central,Govt,Furniture,2,16190,Yes,46-50
1421,1001861,Eno,P00256042,Male,51-55,53,Andhra Pradesh,Southern,Banking,Footwear & Shoes,1,16189,No,51-55
1422,1003547,Parishi,P00213942,Female,36-45,41,Uttar Pradesh,Central,Aviation,Footwear & Shoes,1,16187,Yes,36-45
1423,1001884,Eugene,P00273442,Female,46-50,46,Karnataka,Southern,Lawyer,Footwear & Shoes,2,16185,Yes,46-50
1424,1001321,Stugart,P00292342,Male,26-35,27,Rajasthan,Northern,Hospitality,Furniture,1,16185,Yes,26-35
1425,1002041,Dahlen,P00034042,Male,26-35,30,Madhya Pradesh,Central,Healthcare,Games & Toys,2,16181,No,26-35
1426,1000536,Armstrong,P00118742,Female,26-35,28,Maharashtra,Western,Construction,Games & Toys,1,16181,No,26-35
1427,1001298,Siddharth,P00147742,Female,36-45,37,Himachal Pradesh,Northern,Hospitality,Games & Toys,2,16179,No,36-45
1428,1001687,Bruce,P00068142,Female,26-35,34,Maharashtra,Western,Construction,Furniture,2,16179,No,26-35
1429,1004837,Chetan,P00195442,Female,26-35,34,Himachal Pradesh,Northern,Hospitality,Games & Toys,1,16178,Yes,26-35
1430,1002380,Swati,P00002542,Female,26-35,31,Karnataka,Southern,Food Processing,Footwear & Shoes,4,16178,No,26-35
1431,1000332,Peter,P00045542,Female,51-55,51,Uttar Pradesh,Central,Aviation,Furniture,1,16178,Yes,51-55
1432,1005792,Ratner,P00049542,Female,26-35,27,Madhya Pradesh,Central,IT Sector,Footwear & Shoes,3,16176,No,26-35
1433,1002472,Claudia,P00344542,Female,26-35,35,Maharashtra,Western,Banking,Furniture,1,16176,Yes,26-35
1434,1002857,Sukant,P00269542,Female,26-35,33,Uttar Pradesh,Central,Media,Footwear & Shoes,4,16176,No,26-35
1435,1003118,Dhirajendu,P00221042,Female,26-35,35,Madhya Pradesh,Central,Govt,Footwear & Shoes,1,16175,No,26-35
1436,1000042,Myrick,P00244042,Female,26-35,35,Uttar Pradesh,Central,IT Sector,Furniture,4,16175,No,26-35
1437,1003005,Greer,P00112542,Female,26-35,34,Andhra Pradesh,Southern,Healthcare,Games & Toys,4,16174,No,26-35
1438,1002899,McCarthy,P00106042,Male,36-45,43,Karnataka,Southern,IT Sector,Footwear & Shoes,1,16170,Yes,36-45
1439,1002628,Benoit,P00028442,Male,26-35,35,Madhya Pradesh,Central,Construction,Furniture,4,16170,No,26-35
1440,1001502,Abhijit,P00328142,Female,18-25,25,Himachal Pradesh,Northern,Aviation,Games & Toys,3,16165,Yes,18-25
1441,1002688,Dionis,P00171542,Female,26-35,33,Karnataka,Southern,Lawyer,Footwear & Shoes,2,16165,Yes,26-35
1442,1003737,Payne,P00208742,Female,26-35,28,Uttar Pradesh,Central,Healthcare,Furniture,1,16165,No,26-35
1443,1000724,Evan,P00070342,Female,51-55,55,Uttar Pradesh,Central,IT Sector,Footwear & Shoes,4,16165,No,51-55
1444,1002786,Nancy,P00117242,Female,26-35,31,Uttar Pradesh,Central,Banking,Furniture,1,16163,No,26-35
1445,1003272,Pinky,P00075742,Female,36-45,42,Delhi,Central,Textile,Footwear & Shoes,3,16162,No,36-45
1446,1003622,Candace,P00117542,Female,18-25,25,Uttar Pradesh,Central,IT Sector,Furniture,1,16162,No,18-25
1447,1001680,Vasudev,P00199742,Male,26-35,26,Karnataka,Southern,Healthcare,Footwear & Shoes,1,16159,No,26-35
1448,1002665,Champaklata,P00035542,Female,36-45,37,Karnataka,Southern,Govt,Footwear & Shoes,3,16157,No,36-45
1449,1000749,Flanagan,P00149342,Female,36-45,42,Delhi,Central,Lawyer,Footwear & Shoes,1,16156,Yes,36-45
1450,1003416,Vaibhavi,P00057742,Female,26-35,26,Karnataka,Southern,Retail,Footwear & Shoes,2,16156,No,26-35
1451,1001434,Steven,P00265242,Female,0-17,12,Himachal Pradesh,Northern,Textile,Games & Toys,2,16149,No,0-17
1452,1001179,Amlan,P00219242,Female,51-55,55,Delhi,Central,Automobile,Footwear & Shoes,2,16148,No,51-55
1453,1005390,Naresj,P00113342,Female,0-17,13,Kerala,Southern,Hospitality,Furniture,1,16148,No,0-17
1454,1000922,Pisteka,P00179342,Male,55+,70,Himachal Pradesh,Northern,Media,Footwear & Shoes,2,16143,Yes,55+
1455,1005470,Daniels,P00059442,Male,55+,62,Jharkhand,Eastern,Banking,Footwear & Shoes,2,16143,Yes,55+
1456,1004310,Shaun,P00270242,Female,26-35,31,Karnataka,Southern,IT Sector,Footwear & Shoes,4,16143,Yes,26-35
1457,1002731,Leinenbach,P00266042,Male,36-45,44,Karnataka,Southern,Textile,Footwear & Shoes,2,16143,No,36-45
1458,1005535,Monisha,P00274342,Female,26-35,26,Delhi,Central,Healthcare,Footwear & Shoes,1,16142,No,26-35
1459,1001679,Pooja,P00046742,Female,26-35,31,Uttar Pradesh,Central,Retail,Footwear & Shoes,1,16142,No,26-35
1460,1004269,Namrata,P00193042,Female,36-45,40,Andhra Pradesh,Southern,Aviation,Games & Toys,3,16140,Yes,36-45
1461,1002701,Swati,P00015842,Female,46-50,49,Madhya Pradesh,Central,IT Sector,Footwear & Shoes,4,16139,Yes,46-50
1462,1003526,Kartikay,P00211242,Female,36-45,44,Delhi,Central,Aviation,Footwear & Shoes,3,16138,Yes,36-45
1463,1001985,McAfee,P00182142,Female,46-50,48,Karnataka,Southern,IT Sector,Footwear & Shoes,2,16134,Yes,46-50
1464,1003471,Mull,P0095642,Female,18-25,20,Karnataka,Southern,Healthcare,Games & Toys,3,16133,Yes,18-25
1465,1002934,Brumley,P00177642,Male,36-45,38,Maharashtra,Western,Media,Games & Toys,3,16133,Yes,36-45
1466,1003079,Akshay,P00271242,Male,26-35,35,Andhra Pradesh,Southern,Aviation,Games & Toys,2,16132,No,26-35
1467,1002261,Jack,P00051642,Female,26-35,35,Maharashtra,Western,IT Sector,Games & Toys,1,16131,No,26-35
1468,1001503,Willman,P00182742,Female,26-35,33,Andhra Pradesh,Southern,Chemical,Furniture,2,16125,Yes,26-35
1469,1003641,Cacioppo,P00110342,Female,26-35,34,Uttar Pradesh,Central,Lawyer,Furniture,1,16124,Yes,26-35
1470,1000134,Bickford,P00051142,Female,26-35,30,Maharashtra,Western,Retail,Games & Toys,2,16116,No,26-35
1471,1002004,Sheri,P00053342,Female,46-50,46,Karnataka,Southern,Aviation,Games & Toys,3,16107,Yes,46-50
1472,1003161,Crouse,P00121642,Female,26-35,31,Maharashtra,Western,Media,Games & Toys,4,16105,No,26-35
1473,1002419,Shantanu,P00163842,Female,26-35,27,Jharkhand,Eastern,Automobile,Furniture,4,16103,Yes,26-35
1474,1005747,Gardner,P00049642,Female,26-35,32,Uttarakhand,Central,IT Sector,Furniture,2,16103,Yes,26-35
1475,1005250,Fritzler,P00129342,Female,51-55,55,Himachal Pradesh,Northern,Banking,Games & Toys,2,16102,No,51-55
1476,1004663,Manshul,P00115542,Male,26-35,32,Maharashtra,Western,Media,Furniture,4,16101,Yes,26-35
1477,1004009,Greene,P00029242,Female,18-25,24,Uttar Pradesh,Central,Banking,Games & Toys,3,16096,No,18-25
1478,1005200,Heidel,P00084842,Male,36-45,45,Andhra Pradesh,Southern,Aviation,Furniture,3,16092,No,36-45
1479,1003121,Taslimi,P00179442,Female,26-35,28,Madhya Pradesh,Central,Banking,Games & Toys,3,16092,No,26-35
1480,1005458,Akshat,P00293342,Male,18-25,22,Delhi,Central,Agriculture,Games & Toys,2,16081,Yes,18-25
1481,1000850,Bhawna,P00296642,Female,36-45,44,Karnataka,Southern,Aviation,Games & Toys,3,16081,No,36-45
1482,1005604,Schwartz,P00128242,Female,36-45,41,Uttarakhand,Central,Textile,Furniture,3,16080,No,36-45
1483,1000261,Galang,P00302042,Male,26-35,34,Kerala,Southern,Automobile,Furniture,1,16078,No,26-35
1484,1004302,Karlsson,P00059442,Female,51-55,55,Uttar Pradesh,Central,Textile,Games & Toys,2,16078,No,51-55
1485,1003014,Gockenbach,P00334642,Female,36-45,40,Andhra Pradesh,Southern,Banking,Furniture,2,16076,No,36-45
1486,1003458,Soltero,P00237042,Female,46-50,48,Haryana,Northern,Retail,Games & Toys,1,16061,No,46-50
1487,1003118,Dhirajendu,P00088442,Female,26-35,29,Uttarakhand,Central,Retail,Furniture,3,16054,No,26-35
1488,1005271,Noel,P00121342,Male,26-35,30,Madhya Pradesh,Central,Automobile,Furniture,1,16051,Yes,26-35
1489,1002079,Maris,P00138442,Female,0-17,15,Bihar,Eastern,Media,Furniture,3,16042,No,0-17
1490,1003735,Soodesh,P00259342,Male,26-35,29,Himachal Pradesh,Northern,Automobile,Games & Toys,1,16034,Yes,26-35
1491,1005749,Ken,P00032542,Female,26-35,26,Uttar Pradesh,Central,Retail,Games & Toys,4,16033,No,26-35
1492,1001059,Shikhar,P00119742,Male,26-35,29,Rajasthan,Northern,Media,Furniture,2,16032,No,26-35
1493,1004705,Thea,P00000742,Male,18-25,23,Uttar Pradesh,Central,Aviation,Furniture,3,16029,No,18-25
1494,1000281,Turnell,P00220342,Male,36-45,41,Madhya Pradesh,Central,Lawyer,Furniture,4,16026,Yes,36-45
1495,1000566,Divyansh,P00216742,Female,26-35,35,Uttar Pradesh,Central,Lawyer,Games & Toys,4,16010,Yes,26-35
1496,1002015,Chong,P00158042,Female,18-25,21,Andhra Pradesh,Southern,Healthcare,Games & Toys,4,16002,Yes,18-25
1497,1001605,Barnes,P00080342,Male,18-25,19,Andhra Pradesh,Southern,Lawyer,Games & Toys,1,15996,No,18-25
1498,1001246,Rutuja,P00144342,Female,18-25,20,Karnataka,Southern,Chemical,Furniture,2,15996,No,18-25
1499,1005515,Karl,P00239842,Female,18-25,23,Madhya Pradesh,Central,Banking,Furniture,1,15994,No,18-25
1500,1000855,Sung,P00163642,Male,18-25,22,Uttar Pradesh,Central,IT Sector,Furniture,3,15993,No,18-25
1501,1004897,Becker,P00313842,Female,36-45,36,Andhra Pradesh,Southern,Aviation,Furniture,3,15992,No,36-45
1502,1003641,Cacioppo,P00309142,Female,26-35,34,Uttar Pradesh,Central,Automobile,Furniture,2,15992,No,26-35
1503,1003679,Epp,P00352142,Female,26-35,28,Madhya Pradesh,Central,Healthcare,Furniture,4,15980,Yes,26-35
1504,1001006,Smayling,P00080342,Female,18-25,18,Karnataka,Southern,Agriculture,Furniture,4,15966,Yes,18-25
1505,1002860,Chad,P00348942,Female,36-45,36,Haryana,Northern,Aviation,Furniture,3,15952,No,36-45
1506,1002522,Daly,P00192542,Female,18-25,18,Madhya Pradesh,Central,IT Sector,Furniture,4,15952,No,18-25
1507,1001503,Willman,P00324742,Female,26-35,33,Himachal Pradesh,Northern,Food Processing,Furniture,3,15951,Yes,26-35
1508,1003361,Sheldon,P00143342,Female,26-35,32,Jharkhand,Eastern,IT Sector,Games & Toys,1,15949,No,26-35
1509,1003082,Manibalan,P00163442,Male,36-45,36,Madhya Pradesh,Central,Healthcare,Furniture,1,15949,No,36-45
1510,1001645,Shami,P00249142,Male,18-25,23,Uttar Pradesh,Central,Automobile,Furniture,2,15945,Yes,18-25
1511,1003436,Zettner,P00224242,Male,36-45,37,Uttarakhand,Central,Govt,Furniture,3,15944,Yes,36-45
1512,1003834,Kimberly,P00223742,Female,18-25,22,Haryana,Northern,Retail,Furniture,4,15936,Yes,18-25
1513,1000854,Abhijit,P00146442,Male,26-35,34,Himachal Pradesh,Northern,Healthcare,Furniture,3,15934,No,26-35
1514,1002026,Watters,P00087842,Female,51-55,54,Uttar Pradesh,Central,Aviation,Games & Toys,4,15930,No,51-55
1515,1004425,Indulekha,P00071442,Female,36-45,39,Karnataka,Southern,Chemical,Games & Toys,2,15925,No,36-45
1516,1000854,Abhijit,P00207742,Male,26-35,31,Karnataka,Southern,Retail,Furniture,4,15924,Yes,26-35
1517,1003471,Mull,P00205842,Female,18-25,18,Maharashtra,Western,Retail,Furniture,2,15918,No,18-25
1518,1000411,Prashant,P00266542,Male,46-50,47,Maharashtra,Western,Media,Food,2,15918,No,46-50
1519,1002129,Elias,P00290042,Female,26-35,29,Uttar Pradesh,Central,Lawyer,Food,4,15918,Yes,26-35
1520,1000965,Cortes,P00265242,Female,55+,81,Madhya Pradesh,Central,IT Sector,Food,3,15917,Yes,55+
1521,1000922,Pisteka,P00304642,Female,55+,90,Andhra Pradesh,Southern,Healthcare,Food,4,15916,No,55+
1522,1003594,Myrick,P00102642,Male,0-17,15,Haryana,Northern,Aviation,Food,1,15916,Yes,0-17
1523,1004345,Duhita,P00004642,Male,26-35,34,Maharashtra,Western,Lawyer,Food,2,15916,No,26-35
1524,1000146,Hitesh,P00120242,Male,36-45,38,Maharashtra,Western,Hospitality,Food,2,15916,Yes,36-45
1525,1003067,Gunjan,P00067442,Male,26-35,29,Uttar Pradesh,Central,Hospitality,Games & Toys,1,15915,No,26-35
1526,1002824,Noopur,P00050742,Female,18-25,23,Karnataka,Southern,Chemical,Food,4,15914,Yes,18-25
1527,1001019,Neil,P00054042,Female,36-45,41,Madhya Pradesh,Central,Automobile,Food,3,15914,No,36-45
1528,1005523,Suhani,P00121642,Female,36-45,40,Uttar Pradesh,Central,IT Sector,Food,1,15914,No,36-45
1529,1003410,Kamberova,P00233642,Female,36-45,41,Maharashtra,Western,Healthcare,Food,1,15912,Yes,36-45
1530,1000813,Lauren,P00131342,Female,18-25,25,Uttar Pradesh,Central,Banking,Food,1,15912,Yes,18-25
1531,1004637,Hughsby,P00255842,Male,36-45,39,Punjab,Northern,Healthcare,Food,1,15911,No,36-45
1532,1004354,Zydlo,P00249542,Female,36-45,42,Karnataka,Southern,Textile,Food,1,15909,Yes,36-45
1533,1003138,Jasper,P00185442,Female,36-45,40,Madhya Pradesh,Central,Govt,Food,2,15909,No,36-45
1534,1003026,Hendricks,P00159442,Male,18-25,24,Kerala,Southern,Aviation,Food,2,15907,Yes,18-25
1535,1000727,Joseph,P00212942,Female,36-45,45,Delhi,Central,Chemical,Food,4,15906,Yes,36-45
1536,1004099,Jacobs,P00110942,Female,36-45,39,Maharashtra,Western,IT Sector,Games & Toys,4,15906,Yes,36-45
1537,1002435,Kane,P00160942,Female,26-35,33,Gujarat,Western,Lawyer,Food,2,15905,No,26-35
1538,1004389,Dario,P00145042,Female,26-35,30,Maharashtra,Western,Healthcare,Food,1,15905,Yes,26-35
1539,1001392,Andrew,P00285442,Female,46-50,50,Madhya Pradesh,Central,Aviation,Food,4,15904,No,46-50
1540,1000939,Hendricks,P00064042,Male,26-35,26,Andhra Pradesh,Southern,Healthcare,Food,1,15903,No,26-35
1541,1004507,Dhirajendu,P00112442,Female,18-25,23,Delhi,Central,Aviation,Food,4,15903,Yes,18-25
1542,1001983,Atul,P00339942,Female,26-35,27,Uttar Pradesh,Central,Banking,Food,1,15903,No,26-35
1543,1001605,Barnes,P00113542,Male,18-25,22,Uttar Pradesh,Central,Retail,Food,1,15902,No,18-25
1544,1005139,Logan,P00340942,Female,51-55,51,Uttar Pradesh,Central,Govt,Food,4,15902,Yes,51-55
1545,1000229,Dortch,P00330442,Male,18-25,21,Bihar,Eastern,Retail,Food,1,15899,No,18-25
1546,1002967,Hwang,P00110542,Female,26-35,30,Delhi,Central,Govt,Food,2,15898,No,26-35
1547,1001069,Krutika,P00290242,Female,26-35,28,Uttar Pradesh,Central,IT Sector,Food,2,19106,No,26-35
1548,1000013,Thornton,P00295942,Female,46-50,50,Gujarat,Western,IT Sector,Food,3,19105,Yes,46-50
1549,1004447,Ajay,P00243942,Female,46-50,50,Karnataka,Southern,Construction,Food,4,19101,No,46-50
1550,1001676,Kirti,P00003942,Female,18-25,19,Bihar,Eastern,Aviation,Food,2,19099,Yes,18-25
1551,1000757,Karandeep,P00142142,Female,26-35,30,Delhi,Central,Healthcare,Food,2,19096,No,26-35
1552,1003051,Moren,P00069042,Female,18-25,23,Maharashtra,Western,Media,Food,2,19096,No,18-25
1553,1004171,Brian,P00129642,Female,55+,73,Gujarat,Western,Banking,Food,2,19095,Yes,55+
1554,1005747,Gardner,P00003642,Female,26-35,31,Madhya Pradesh,Central,Automobile,Food,4,19093,Yes,26-35
1555,1000658,Williams,P00161942,Male,26-35,27,Karnataka,Southern,Banking,Food,2,19092,Yes,26-35
1556,1001199,Bhawna,P00351342,Female,51-55,51,Karnataka,Southern,Healthcare,Food,1,19092,No,51-55
1557,1003621,Navdeep,P00355942,Female,18-25,23,Maharashtra,Western,Automobile,Food,2,19090,Yes,18-25
1558,1001531,Bell-,P00057642,Female,46-50,46,Maharashtra,Western,Lawyer,Food,2,19089,Yes,46-50
1559,1004381,Sandeep,P00279442,Female,26-35,31,Uttar Pradesh,Central,Healthcare,Food,4,19088,No,26-35
1560,1004381,Sandeep,P00305042,Female,26-35,28,Maharashtra,Western,Healthcare,Food,4,19085,No,26-35
1561,1003147,Sheetal,P00035842,Female,26-35,33,Delhi,Central,Aviation,Food,3,19084,No,26-35
1562,1005084,Harton,P00156542,Female,18-25,20,Maharashtra,Western,Hospitality,Food,3,19081,Yes,18-25
1563,1004406,Jenna,P00151742,Female,26-35,33,Maharashtra,Western,Healthcare,Food,4,19081,Yes,26-35
1564,1001029,Parakh,P00245242,Female,26-35,34,Uttar Pradesh,Central,Healthcare,Food,1,19076,No,26-35
1565,1005937,Ashwin,P00282642,Female,26-35,35,Delhi,Central,Aviation,Food,3,19073,No,26-35
1566,1004352,Herman,P00032142,Female,18-25,24,Madhya Pradesh,Central,Aviation,Food,4,19073,No,18-25
1567,1004227,William,P00335142,Female,26-35,27,Kerala,Southern,Retail,Food,1,19072,No,26-35
1568,1001716,Magee,P00365042,Female,26-35,26,Maharashtra,Western,Aviation,Food,2,19072,No,26-35
1569,1003408,Pamela,P00182642,Female,26-35,35,Haryana,Northern,Food Processing,Food,2,19070,No,26-35
1570,1004467,Gardner,P00149642,Male,51-55,55,Delhi,Central,IT Sector,Food,3,19069,No,51-55
1571,1004215,Lycoris,P00028042,Female,26-35,30,Uttar Pradesh,Central,Healthcare,Food,4,19069,No,26-35
1572,1000338,Nunn,P00313842,Female,36-45,44,Delhi,Central,Banking,Food,4,19067,No,36-45
1573,1004913,Seite,P00053642,Male,26-35,29,Himachal Pradesh,Northern,Banking,Food,3,19067,No,26-35
1574,1001242,Lucas,P00030642,Male,36-45,40,Madhya Pradesh,Central,Textile,Food,2,19067,No,36-45
1575,1000659,Alan,P00254142,Male,26-35,26,Uttarakhand,Central,Hospitality,Food,1,19067,No,26-35
1576,1004879,Saurabh,P00155442,Female,26-35,30,Uttar Pradesh,Central,Healthcare,Food,1,19065,No,26-35
1577,1001530,Haberlin,P00111142,Female,26-35,29,Andhra Pradesh,Southern,Healthcare,Food,3,19064,No,26-35
1578,1004085,Frazer,P00205242,Male,26-35,30,Delhi,Central,Healthcare,Food,2,19059,No,26-35
1579,1004001,Delfina,P00014642,Male,26-35,33,Jharkhand,Eastern,Automobile,Auto,2,19059,No,26-35
1580,1004809,Franz,P00349242,Male,51-55,53,Andhra Pradesh,Southern,Agriculture,Food,4,19056,Yes,51-55
1581,1001780,Sabah,P00285842,Female,36-45,39,Karnataka,Southern,IT Sector,Food,2,19054,Yes,36-45
1582,1001078,Shreya,P00002542,Male,46-50,49,Madhya Pradesh,Central,Lawyer,Food,4,19054,Yes,46-50
1583,1003723,Bhishm,P00249142,Female,26-35,29,Uttar Pradesh,Central,Aviation,Food,1,19054,No,26-35
1584,1004867,Chandni,P00303042,Female,26-35,33,Haryana,Northern,Banking,Food,4,19053,Yes,26-35
1585,1002611,Rachna,P00046242,Female,26-35,31,Maharashtra,Western,Aviation,Food,1,19052,No,26-35
1586,1003796,Deanra,P00302142,Female,46-50,47,Madhya Pradesh,Central,IT Sector,Food,2,19051,No,46-50
1587,1000473,Saloni,P00363742,Male,18-25,22,Maharashtra,Western,Govt,Auto,2,19050,Yes,18-25
1588,1002934,Brumley,P00003442,Male,36-45,40,Delhi,Central,Govt,Food,4,19049,No,36-45
1589,1001647,Norvell,P00217742,Female,18-25,23,Jharkhand,Eastern,Govt,Food,3,19048,Yes,18-25
1590,1000824,Suraj,P00233042,Female,36-45,39,Karnataka,Southern,Healthcare,Food,4,15848,No,36-45
1591,1004448,Akshat,P00000642,Female,26-35,35,Uttar Pradesh,Central,Healthcare,Food,4,15848,No,26-35
1592,1000533,Akash,P00157642,Female,26-35,32,Uttar Pradesh,Central,Aviation,Food,4,15846,Yes,26-35
1593,1004543,Shivam,P00025942,Female,26-35,29,Delhi,Central,Hospitality,Food,4,15845,Yes,26-35
1594,1002889,Richard,P00178242,Female,36-45,37,Bihar,Eastern,IT Sector,Food,3,15844,No,36-45
1595,1002271,Redmond,P00088742,Female,51-55,53,Delhi,Central,IT Sector,Food,4,15844,Yes,51-55
1596,1004033,Chetan,P00292642,Female,26-35,32,Rajasthan,Northern,Healthcare,Food,1,15843,No,26-35
1597,1005206,Bergmann,P00154242,Female,36-45,45,Maharashtra,Western,Lawyer,Food,2,15840,No,36-45
1598,1000024,Brumfield,P00251942,Male,26-35,31,Madhya Pradesh,Central,Aviation,Food,1,15838,No,26-35
1599,1003754,Katz,P00121642,Female,55+,87,Maharashtra,Western,Chemical,Food,4,15836,No,55+
1600,1003526,Kartikay,P00349442,Female,36-45,38,Andhra Pradesh,Southern,Aviation,Food,3,15833,No,36-45
1601,1001125,Prost,P00061142,Male,18-25,21,Karnataka,Southern,Construction,Food,1,15833,No,18-25
1602,1000518,Rick,P00251242,Male,36-45,40,Karnataka,Southern,Govt,Food,3,15833,No,36-45
1603,1003267,Trupti,P00003442,Female,26-35,27,Andhra Pradesh,Southern,Govt,Food,4,15831,No,26-35
1604,1002731,Leinenbach,P00100842,Female,36-45,44,Maharashtra,Western,Lawyer,Food,1,15831,Yes,36-45
1605,1004131,LaWare,P00246942,Female,46-50,48,Gujarat,Western,Banking,Food,1,15830,No,46-50
1606,1003469,Schoenberger,P00343042,Female,46-50,47,Maharashtra,Western,Govt,Food,3,15830,No,46-50
1607,1004053,Daniel,P00274042,Male,26-35,35,Karnataka,Southern,Banking,Food,3,15829,No,26-35
1608,1001721,Ankita,P00190242,Female,18-25,18,Uttar Pradesh,Central,Food Processing,Food,3,15829,No,18-25
1609,1005954,Charlotte,P00034642,Female,46-50,50,Delhi,Central,Healthcare,Food,2,15826,No,46-50
1610,1005880,Zettner,P00125942,Female,26-35,32,Karnataka,Southern,Media,Food,4,15826,Yes,26-35
1611,1005187,Chand,P00174242,Female,18-25,23,Madhya Pradesh,Central,Govt,Food,2,15826,Yes,18-25
1612,1004663,Manshul,P0097842,Female,26-35,28,Andhra Pradesh,Southern,IT Sector,Food,1,15825,No,26-35
1613,1003033,Elizabeth,P00113242,Female,18-25,24,Uttar Pradesh,Central,IT Sector,Food,1,15825,No,18-25
1614,1001502,Abhijit,P00229742,Female,18-25,25,Delhi,Central,Healthcare,Food,2,15824,No,18-25
1615,1000391,Dana,P00202142,Female,46-50,48,Andhra Pradesh,Southern,Healthcare,Food,4,15823,Yes,46-50
1616,1000611,Yogesh,P00319342,Female,36-45,39,Karnataka,Southern,Chemical,Food,1,15822,No,36-45
1617,1005068,Hoffman,P00319342,Female,36-45,41,Andhra Pradesh,Southern,Agriculture,Food,1,15820,No,36-45
1618,1004620,Sara,P00248742,Male,18-25,23,Himachal Pradesh,Northern,Banking,Food,3,15896,No,18-25
1619,1002059,Mathew,P00193042,Female,36-45,36,Telangana,Southern,IT Sector,Food,2,15818,No,36-45
1620,1004896,Hemant,P00327942,Female,36-45,41,Karnataka,Southern,Lawyer,Food,1,15815,Yes,36-45
1621,1003624,Rutuja,P00086342,Female,26-35,29,Uttar Pradesh,Central,Banking,Food,3,15896,No,26-35
1622,1001172,Astrea,P00214842,Male,26-35,30,Delhi,Central,Govt,Food,3,15812,Yes,26-35
1623,1002921,Kushal,P0097342,Female,51-55,52,Uttar Pradesh,Central,Textile,Food,4,15894,No,51-55
1624,1003017,Adrian,P00086042,Male,36-45,42,Delhi,Central,Agriculture,Food,3,15812,No,36-45
1625,1000239,Davis,P00102342,Female,18-25,23,Uttar Pradesh,Central,Govt,Food,1,15893,No,18-25
